3383251311.864	2.006
3383251312.864	2.018
3383251313.864	1.740
3383251314.865	1.630
3383251315.865	1.848
3383251316.865	2.133
3383251317.865	1.942
3383251318.865	2.452
3383251319.864	2.198
3383251320.864	2.595
3383251321.864	2.657
3383251322.864	1.960
3383251323.864	2.138
3383251324.864	1.858
3383251325.864	2.262
3383251326.864	2.148
3383251327.864	2.157
3383251328.864	1.949
3383251329.864	1.940
3383251330.864	2.233
3383251331.865	1.826
3383251332.865	2.000
3383251333.865	2.064
3383251334.865	2.012
3383251335.865	2.681
3383251336.864	2.000
3383251337.864	1.913
3383251338.864	1.949
3383251339.864	1.871
3383251340.864	2.067
3383251341.864	2.277
3383251342.864	2.327
3383251343.864	1.893
3383251344.864	1.635
3383251345.864	2.096
3383251346.864	2.197
3383251347.864	2.322
3383251348.864	1.930
3383251349.865	1.892
3383251350.865	1.839
3383251351.865	2.371
3383251352.865	2.039
3383251353.865	1.815
3383251354.864	2.089
3383251355.864	2.094
3383251356.864	1.978
3383251357.864	1.975
3383251358.864	2.210
3383251359.864	1.986
3383251360.864	1.986
3383251361.864	1.960
3383251362.864	2.024
3383251363.864	1.946
3383251364.864	2.081
3383251365.864	2.132
3383251366.865	1.885
3383251367.865	2.033
3383251368.865	2.376
3383251369.865	1.986
3383251370.865	2.111
3383251371.864	2.219
3383251372.864	2.124
3383251373.864	1.971
3383251374.864	2.003
3383251375.864	1.916
3383251376.864	1.900
3383251377.864	1.913
3383251378.864	1.639
3383251379.864	1.845
3383251380.864	1.707
3383251381.864	1.972
3383251382.864	2.134
3383251383.864	2.064
3383251384.865	2.200
3383251385.865	2.097
3383251386.865	2.214
3383251387.865	2.244
3383251388.865	2.006
3383251389.864	2.166
3383251390.864	1.900
3383251391.864	2.316
3383251392.864	1.884
3383251393.864	1.899
3383251394.864	2.325
3383251395.864	2.492
3383251396.864	2.172
3383251397.864	1.774
3383251398.864	2.238
3383251399.864	2.132
3383251400.864	2.181
3383251401.865	1.978
3383251402.865	2.079
3383251403.865	2.215
3383251404.865	2.101
3383251405.865	1.741
3383251406.864	2.114
3383251407.864	1.966
3383251408.864	1.893
3383251409.864	2.179
3383251410.864	2.636
3383251411.864	1.963
3383251412.864	1.916
3383251413.864	1.907
3383251414.864	2.221
3383251415.864	1.842
3383251416.864	2.089
3383251417.864	1.806
3383251418.864	1.797
3383251419.865	2.080
3383251420.865	2.043
3383251421.865	2.096
3383251422.865	1.936
3383251423.865	2.089
3383251424.864	2.092
3383251425.864	1.746
3383251426.864	1.837
3383251427.864	1.955
3383251428.864	2.173
3383251429.864	2.438
3383251430.864	2.153
3383251431.864	2.207
3383251432.864	2.148
3383251433.864	1.905
3383251434.864	2.006
3383251435.864	1.964
3383251436.865	1.955
3383251437.865	2.385
3383251438.865	2.167
3383251439.865	2.087
3383251440.865	2.196
3383251441.864	2.259
3383251442.864	2.170
3383251443.864	2.153
3383251444.864	2.075
3383251445.864	1.957
3383251446.864	1.791
3383251447.864	2.108
3383251448.864	1.905
3383251449.864	2.265
3383251450.864	1.949
3383251451.864	2.172
3383251452.864	2.052
3383251453.864	2.252
3383251454.865	2.135
3383251455.865	1.887
3383251456.865	1.873
3383251457.865	1.876
3383251458.865	2.363
3383251459.864	1.749
3383251460.864	2.380
3383251461.864	1.662
3383251462.883	2.485
3383251463.883	2.034
3383251464.883	2.131
3383251465.883	2.185
3383251466.883	2.120
3383251467.883	2.495
3383251468.883	2.211
3383251469.883	2.182
3383251470.883	2.083
3383251471.884	2.208
3383251472.884	2.259
3383251473.884	2.752
3383251474.884	1.645
3383251475.884	2.162
3383251476.883	2.734
3383251477.883	1.879
3383251478.883	1.832
3383251479.883	1.933
3383251480.883	1.855
3383251481.883	2.110
3383251482.883	2.131
3383251483.883	2.636
3383251484.883	2.358
3383251485.883	1.925
3383251486.883	2.015
3383251487.883	1.842
3383251488.883	1.863
3383251489.884	2.256
3383251490.884	2.461
3383251491.884	2.256
3383251492.884	2.092
3383251493.884	1.840
3383251494.883	1.763
3383251495.883	1.755
3383251496.883	1.911
3383251497.883	1.962
3383251498.883	2.394
3383251499.883	2.356
3383251500.883	1.789
3383251501.883	2.069
3383251502.883	2.282
3383251503.883	2.196
3383251504.883	2.088
3383251505.883	1.971
3383251506.884	2.061
3383251507.884	2.290
3383251508.884	1.792
3383251509.884	2.105
3383251510.884	2.225
3383251511.883	1.912
3383251512.883	2.155
3383251513.883	1.860
3383251514.883	2.565
3383251515.883	2.569
3383251516.883	1.888
3383251517.883	2.448
3383251518.883	2.286
3383251519.883	2.031
3383251520.883	1.998
3383251521.883	1.977
3383251522.883	2.253
3383251523.883	2.257
3383251524.884	2.363
3383251525.884	2.127
3383251526.884	2.432
3383251527.884	1.848
3383251528.884	1.901
3383251529.883	2.154
3383251530.883	2.213
3383251531.883	1.691
3383251532.883	1.816
3383251533.883	1.848
3383251534.883	2.043
3383251535.883	2.129
3383251536.883	1.935
3383251537.883	1.672
3383251538.883	1.959
3383251539.883	1.915
3383251540.883	1.989
3383251541.884	1.989
3383251542.884	1.872
3383251543.884	1.698
3383251544.884	1.896
3383251545.884	1.778
3383251546.883	1.964
3383251547.883	2.273
3383251548.883	2.541
3383251549.883	2.160
3383251550.883	2.525
3383251551.883	2.094
3383251552.883	2.489
3383251553.883	2.083
3383251554.883	1.908
3383251555.883	2.084
3383251556.883	2.157
3383251557.883	1.902
3383251558.883	2.266
3383251559.884	1.586
3383251560.884	2.006
3383251561.884	1.794
3383251562.884	1.943
3383251563.884	1.965
3383251564.883	1.968
3383251565.883	2.285
3383251566.883	2.452
3383251567.883	2.380
3383251568.883	2.343
3383251569.883	2.421
3383251570.883	2.016
3383251571.883	1.707
3383251572.883	2.056
3383251573.883	1.989
3383251574.883	2.407
3383251575.883	2.209
3383251576.884	1.940
3383251577.884	1.957
3383251578.884	2.052
3383251579.884	2.009
3383251580.884	2.056
3383251581.883	1.832
3383251582.883	2.279
3383251583.883	2.262
3383251584.883	1.750
3383251585.883	1.884
3383251586.883	2.043
3383251587.883	1.892
3383251588.883	1.762
3383251589.883	2.204
3383251590.883	1.867
3383251591.883	2.037
3383251592.883	1.886
3383251593.883	1.735
3383251594.884	2.506
3383251595.884	1.885
3383251596.884	1.930
3383251597.884	1.977
3383251598.884	2.285
3383251599.883	1.870
3383251600.883	1.891
3383251601.883	2.233
3383251602.883	2.210
3383251603.883	1.909
3383251604.883	1.960
3383251605.883	2.265
3383251606.883	2.217
3383251607.883	1.977
3383251608.883	1.982
3383251609.883	1.521
3383251610.883	2.149
3383251611.884	1.858
3383251612.884	2.049
3383251613.884	1.943
3383251614.884	2.029
3383251615.884	2.177
3383251616.883	2.077
3383251617.883	1.794
3383251618.883	2.077
3383251619.883	2.115
3383251620.883	1.925
3383251621.883	2.420
3383251622.883	1.804
3383251623.883	2.139
3383251624.883	1.892
3383251625.883	2.335
3383251626.883	2.336
3383251627.883	2.138
3383251628.883	2.309
3383251629.884	2.208
3383251630.884	2.144
3383251631.884	2.554
3383251632.884	2.012
3383251633.884	2.066
3383251634.883	1.705
3383251635.883	1.954
3383251636.883	2.194
3383251637.883	2.609
3383251638.883	1.945
3383251639.883	2.059
3383251640.883	1.989
3383251641.883	1.939
3383251642.883	1.986
3383251643.883	2.111
3383251644.883	2.131
3383251645.883	2.226
3383251646.884	1.923
3383251647.884	1.757
3383251648.884	1.761
3383251649.884	2.010
3383251650.884	1.885
3383251651.883	1.887
3383251652.883	1.955
3383251653.883	1.920
3383251654.883	1.863
3383251655.883	2.236
3383251656.883	1.556
3383251657.883	2.192
3383251658.883	2.033
3383251659.883	2.270
3383251660.883	2.237
3383251661.883	2.382
3383251662.883	2.581
3383251663.883	2.711
3383251664.884	1.949
3383251665.884	2.392
3383251666.884	1.812
3383251667.884	2.341
3383251668.884	2.082
3383251669.883	2.172
3383251670.883	2.341
3383251671.883	1.872
3383251672.883	2.473
3383251673.883	1.972
3383251674.883	2.082
3383251675.883	1.777
3383251676.883	2.065
3383251677.883	2.239
3383251678.883	1.980
3383251679.883	2.063
3383251680.883	2.153
3383251681.884	2.053
3383251682.884	1.691
3383251683.884	2.090
3383251684.884	1.968
3383251685.884	2.409
3383251686.883	2.326
3383251687.883	2.364
3383251688.883	2.078
3383251689.883	1.801
3383251690.883	2.344
3383251691.883	1.946
3383251692.883	2.325
3383251693.883	2.352
3383251694.883	1.805
3383251695.883	2.122
3383251696.883	2.150
3383251697.883	2.439
3383251698.883	1.844
3383251699.884	1.968
3383251700.884	2.464
3383251701.884	2.013
3383251702.884	2.283
3383251703.883	1.924
3383251704.883	2.211
3383251705.883	2.509
3383251706.883	1.797
3383251707.883	1.941
3383251708.883	2.115
3383251709.883	1.625
3383251710.883	2.505
3383251711.883	2.428
3383251712.883	1.925
3383251713.883	2.319
3383251714.883	1.973
3383251715.886	1.921
3383251716.887	1.836
3383251717.887	2.181
3383251718.887	1.833
3383251719.887	1.922
3383251720.887	1.821
3383251721.886	2.460
3383251722.886	2.090
3383251723.886	2.433
3383251724.886	2.092
3383251725.886	2.203
3383251726.886	2.174
3383251727.886	1.980
3383251728.886	2.044
3383251729.886	2.143
3383251730.886	1.591
3383251731.886	1.808
3383251732.886	2.031
3383251733.887	1.924
3383251734.887	2.150
3383251735.887	2.212
3383251736.887	1.687
3383251737.887	1.907
3383251738.886	2.007
3383251739.886	1.833
3383251740.886	1.985
3383251741.886	2.230
3383251742.886	2.192
3383251743.886	2.199
3383251744.886	1.882
3383251745.886	1.865
3383251746.886	1.982
3383251747.886	2.007
3383251748.886	1.754
3383251749.886	1.979
3383251750.886	1.864
3383251751.887	2.012
3383251752.887	2.184
3383251753.887	2.054
3383251754.887	2.724
3383251755.887	1.879
3383251756.886	2.051
3383251757.886	1.905
3383251758.886	2.641
3383251759.886	2.406
3383251760.886	1.790
3383251761.886	2.019
3383251762.886	2.474
3383251763.886	1.898
3383251764.886	2.366
3383251765.886	1.899
3383251766.886	2.010
3383251767.886	1.722
3383251768.887	1.893
3383251769.887	1.884
3383251770.887	1.941
3383251771.887	1.786
3383251772.887	2.580
3383251773.886	1.856
3383251774.886	2.503
3383251775.886	2.167
3383251776.886	2.097
3383251777.886	2.362
3383251778.886	2.161
3383251779.886	2.204
3383251780.886	1.949
3383251781.886	2.420
3383251782.886	1.574
3383251783.886	2.480
3383251784.886	1.910
3383251785.886	1.846
3383251786.887	2.013
3383251787.887	1.704
3383251788.887	2.614
3383251789.887	1.865
3383251790.887	1.834
3383251791.886	1.803
3383251792.886	2.037
3383251793.886	1.748
3383251794.886	2.107
3383251795.886	1.729
3383251796.886	2.044
3383251797.886	1.817
3383251798.886	1.679
3383251799.886	2.042
3383251800.886	2.111
3383251801.886	2.038
3383251802.886	1.771
3383251803.887	2.194
3383251804.887	2.345
3383251805.887	1.699
3383251806.887	1.787
3383251807.887	1.891
3383251808.886	1.988
3383251809.886	2.083
3383251810.886	1.815
3383251811.886	1.883
3383251812.886	2.292
3383251813.886	1.847
3383251814.886	2.320
3383251815.886	2.016
3383251816.886	2.100
3383251817.887	2.156
3383251818.887	2.001
3383251819.887	1.982
3383251820.887	2.507
3383251821.888	2.083
3383251822.888	2.313
3383251823.888	2.006
3383251824.888	1.967
3383251825.888	1.988
3383251826.887	1.781
3383251827.887	1.917
3383251828.887	2.019
3383251829.887	2.060
3383251830.887	1.873
3383251831.887	1.940
3383251832.887	2.096
3383251833.887	1.947
3383251834.887	2.013
3383251835.887	2.433
3383251836.887	2.047
3383251837.887	1.708
3383251838.888	1.967
3383251839.888	2.401
3383251840.888	2.314
3383251841.888	2.134
3383251842.888	1.888
3383251843.887	1.932
3383251844.887	1.823
3383251845.887	1.907
3383251846.887	2.051
3383251847.887	1.899
3383251848.887	1.846
3383251849.887	1.934
3383251850.887	2.300
3383251851.887	2.082
3383251852.887	1.994
3383251853.887	1.930
3383251854.887	1.985
3383251855.887	1.639
3383251856.888	1.878
3383251857.888	2.246
3383251858.888	2.512
3383251859.888	2.516
3383251860.888	1.849
3383251861.887	1.671
3383251862.887	1.781
3383251863.887	1.955
3383251864.887	1.938
3383251865.887	2.205
3383251866.887	2.218
3383251867.887	1.779
3383251868.887	2.279
3383251869.887	2.109
3383251870.887	2.110
3383251871.887	2.061
3383251872.887	2.544
3383251873.888	2.383
3383251874.888	1.970
3383251875.888	1.736
3383251876.888	2.057
3383251877.888	2.133
3383251878.887	1.875
3383251879.887	2.306
3383251880.887	1.516
3383251881.887	1.951
3383251882.887	2.063
3383251883.887	2.241
3383251884.887	1.994
3383251885.887	2.163
3383251886.887	2.051
3383251887.887	2.010
3383251888.887	1.967
3383251889.887	2.083
3383251890.887	2.282
3383251891.888	2.305
3383251892.888	2.197
3383251893.888	1.925
3383251894.888	2.441
3383251895.888	1.953
3383251896.887	2.294
3383251897.887	1.910
3383251898.887	1.878
3383251899.887	1.770
3383251900.887	2.344
3383251901.887	2.218
3383251902.887	2.121
3383251903.887	1.863
3383251904.887	1.956
3383251905.887	1.962
3383251906.887	2.410
3383251907.887	2.133
3383251908.888	2.586
3383251909.888	2.450
3383251910.888	1.943
3383251911.888	1.808
3383251912.888	1.741
3383251913.887	1.875
3383251914.887	1.486
3383251915.887	1.613
3383251916.887	2.538
3383251917.887	1.868
3383251918.887	2.070
3383251919.887	2.079
3383251920.887	1.982
3383251921.887	2.167
3383251922.887	2.390
3383251923.887	1.914
3383251924.887	2.016
3383251925.887	1.910
3383251926.888	2.276
3383251927.888	2.191
3383251928.888	2.016
3383251929.888	2.231
3383251930.888	2.058
3383251931.887	2.007
3383251932.887	1.936
3383251933.887	2.081
3383251934.887	1.929
3383251935.887	1.916
3383251936.887	1.941
3383251937.887	2.068
3383251938.887	2.078
3383251939.887	1.813
3383251940.887	1.855
3383251941.887	2.203
3383251942.887	2.213
3383251943.888	2.288
3383251944.888	1.995
3383251945.888	2.032
3383251946.888	2.571
3383251947.888	2.254
3383251948.887	1.707
3383251949.887	2.229
3383251950.887	2.147
3383251951.887	1.867
3383251952.887	2.393
3383251953.887	2.445
3383251954.887	1.793
3383251955.887	2.291
3383251956.887	1.773
3383251957.887	1.653
3383251958.887	2.004
3383251959.887	1.781
3383251960.887	2.853
3383251961.888	2.442
3383251962.888	1.849
3383251963.888	2.541
3383251964.888	1.723
3383251965.888	1.955
3383251966.887	1.840
3383251967.887	2.426
3383251968.888	2.241
3383251969.888	1.864
3383251970.889	1.777
3383251971.889	2.206
3383251972.889	2.503
3383251973.889	2.471
3383251974.889	1.700
3383251975.889	2.649
3383251976.889	2.632
3383251977.889	1.678
3383251978.890	1.997
3383251979.890	1.829
3383251980.890	2.105
3383251981.890	2.274
3383251982.890	2.134
3383251983.889	2.166
3383251984.889	1.798
3383251985.889	2.223
3383251986.889	1.579
3383251987.889	1.787
3383251988.889	1.773
3383251989.889	1.887
3383251990.889	2.000
3383251991.889	2.048
3383251992.892	2.010
3383251993.892	1.808
3383251994.893	1.925
3383251995.893	2.472
3383251996.894	2.174
3383251997.894	2.206
3383251998.894	1.985
3383251999.894	1.836
3383252000.894	2.042
3383252001.893	2.060
3383252002.893	1.808
3383252003.893	2.092
3383252004.893	2.075
3383252005.893	1.899
3383252006.893	2.065
3383252007.893	1.985
3383252008.893	2.270
3383252009.893	1.914
3383252010.893	1.838
3383252011.893	1.994
3383252012.893	1.836
3383252013.894	2.513
3383252014.894	1.959
3383252015.894	2.505
3383252016.894	1.906
3383252017.894	2.013
3383252018.893	1.763
3383252019.893	1.772
3383252020.893	2.020
3383252021.893	2.022
3383252022.893	1.762
3383252023.893	2.029
3383252024.893	2.004
3383252025.893	1.927
3383252026.893	1.974
3383252027.893	2.153
3383252028.893	2.158
3383252029.893	1.773
3383252030.893	1.997
3383252031.894	2.042
3383252032.894	2.610
3383252033.894	1.955
3383252034.894	2.410
3383252035.894	1.976
3383252036.893	2.059
3383252037.893	2.158
3383252038.893	2.507
3383252039.893	2.158
3383252040.893	2.344
3383252041.893	1.746
3383252042.893	2.142
3383252043.893	1.441
3383252044.893	1.967
3383252045.893	1.938
3383252046.893	2.331
3383252047.893	1.869
3383252048.894	2.162
3383252049.894	2.065
3383252050.894	2.124
3383252051.894	1.810
3383252052.894	2.189
3383252053.893	1.970
3383252054.893	2.471
3383252055.893	1.446
3383252056.893	2.403
3383252057.893	1.656
3383252058.893	1.712
3383252059.893	2.308
3383252060.893	2.220
3383252061.893	1.780
3383252062.893	2.169
3383252063.893	1.869
3383252064.893	2.175
3383252065.893	1.979
3383252066.894	2.026
3383252067.894	2.193
3383252068.894	2.061
3383252069.894	2.432
3383252070.894	1.678
3383252071.893	1.972
3383252072.893	2.128
3383252073.893	1.809
3383252074.893	2.174
3383252075.893	2.032
3383252076.893	1.687
3383252077.893	1.780
3383252078.893	2.284
3383252079.893	1.949
3383252080.893	1.883
3383252081.893	2.133
3383252082.893	2.134
3383252083.894	2.140
3383252084.894	1.766
3383252085.894	1.752
3383252086.894	2.350
3383252087.894	2.215
3383252088.893	1.884
3383252089.893	2.442
3383252090.893	1.895
3383252091.893	1.827
3383252092.893	1.832
3383252093.893	2.271
3383252094.893	1.974
3383252095.893	2.051
3383252096.893	2.319
3383252097.893	2.045
3383252098.893	2.108
3383252099.893	2.192
3383252100.893	2.134
3383252101.894	2.218
3383252102.894	2.092
3383252103.894	2.152
3383252104.894	1.473
3383252105.894	1.972
3383252106.893	2.106
3383252107.893	1.798
3383252108.893	1.994
3383252109.893	1.870
3383252110.893	2.045
3383252111.893	1.903
3383252112.893	1.832
3383252113.893	1.852
3383252114.893	2.010
3383252115.893	2.114
3383252116.893	1.867
3383252117.893	2.039
3383252118.894	2.072
3383252119.894	2.112
3383252120.894	2.052
3383252121.895	1.754
3383252122.895	2.119
3383252123.894	1.879
3383252124.894	1.933
3383252125.894	1.919
3383252126.894	2.358
3383252127.894	2.307
3383252128.894	2.035
3383252129.894	1.911
3383252130.894	2.001
3383252131.894	1.972
3383252132.894	2.233
3383252133.894	1.846
3383252134.894	2.010
3383252135.894	2.093
3383252136.895	2.251
3383252137.895	1.827
3383252138.895	2.377
3383252139.895	1.894
3383252140.895	1.904
3383252141.894	1.891
3383252142.894	2.780
3383252143.894	2.365
3383252144.894	2.043
3383252145.894	2.185
3383252146.894	2.238
3383252147.894	2.235
3383252148.894	1.946
3383252149.894	2.082
3383252150.894	1.957
3383252151.894	2.142
3383252152.894	1.512
3383252153.895	2.340
3383252154.899	1.908
3383252155.899	2.059
3383252156.899	1.966
3383252157.899	2.261
3383252158.901	1.946
3383252159.901	1.842
3383252160.903	2.226
3383252161.903	2.420
3383252162.903	2.233
3383252163.903	2.359
3383252164.903	2.326
3383252165.903	1.860
3383252166.903	2.029
3383252167.903	1.958
3383252168.903	1.832
3383252169.903	2.212
3383252170.903	2.127
3383252171.904	2.067
3383252172.904	1.887
3383252173.904	2.151
3383252174.904	2.261
3383252175.904	2.299
3383252176.903	2.181
3383252177.903	1.819
3383252178.903	1.937
3383252179.903	2.074
3383252180.903	2.060
3383252181.903	2.349
3383252182.903	2.407
3383252183.903	2.279
3383252184.903	2.332
3383252185.903	2.245
3383252186.903	2.032
3383252187.903	2.181
3383252188.904	2.010
3383252189.904	2.630
3383252190.904	2.094
3383252191.904	1.909
3383252192.904	2.167
3383252193.903	1.815
3383252194.903	2.339
3383252195.903	1.904
3383252196.903	2.192
3383252197.903	1.911
3383252198.903	2.468
3383252199.903	2.270
3383252200.903	1.809
3383252201.903	2.134
3383252202.903	1.979
3383252203.903	1.799
3383252204.903	2.010
3383252205.903	2.122
3383252206.904	2.424
3383252207.904	2.058
3383252208.904	1.854
3383252209.904	2.083
3383252210.903	2.212
3383252211.903	2.337
3383252212.903	1.750
3383252213.903	2.056
3383252214.903	1.681
3383252215.903	1.477
3383252216.903	2.427
3383252217.903	1.808
3383252218.903	2.010
3383252219.903	2.419
3383252220.903	1.893
3383252221.903	1.834
3383252222.903	1.911
3383252223.904	1.903
3383252224.904	1.898
3383252225.904	2.032
3383252226.904	2.143
3383252227.904	1.770
3383252228.903	1.862
3383252229.903	2.444
3383252230.903	1.853
3383252231.903	1.924
3383252232.903	2.066
3383252233.903	1.773
3383252234.906	2.019
3383252235.906	1.708
3383252236.906	2.059
3383252237.906	2.366
3383252238.906	1.959
3383252239.906	2.124
3383252240.907	1.976
3383252241.907	1.945
3383252242.907	1.708
3383252243.907	1.969
3383252244.907	2.307
3383252245.906	2.226
3383252246.906	1.889
3383252247.906	2.013
3383252248.906	1.796
3383252249.906	1.890
3383252250.906	1.953
3383252251.906	2.580
3383252252.906	1.737
3383252253.906	1.708
3383252254.906	2.128
3383252255.906	1.860
3383252256.906	2.079
3383252257.906	1.706
3383252258.907	1.796
3383252259.907	1.582
3383252260.907	1.807
3383252261.907	2.032
3383252262.907	2.347
3383252263.906	2.143
3383252264.906	1.630
3383252265.906	2.033
3383252266.906	2.129
3383252267.907	1.845
3383252268.907	2.042
3383252269.907	1.894
3383252270.907	1.546
3383252271.907	1.592
3383252272.907	1.759
3383252273.907	2.284
3383252274.907	2.195
3383252275.908	2.074
3383252276.908	2.054
3383252277.908	2.090
3383252278.911	1.803
3383252279.911	1.934
3383252280.910	2.144
3383252281.910	1.663
3383252282.910	1.698
3383252283.910	1.644
