9000000.000	0.000
9010000.000	0.000
9020000.000	0.000
9030000.000	0.000
9000000.000	0.000
9010000.000	0.000
9020000.000	0.000
9030000.000	0.000
9040000.000	0.000
9050000.000	0.000
9060000.000	0.000
9070000.000	0.000
9080000.000	0.000
9090000.000	0.000
9100000.000	0.000
9110000.000	0.000
9120000.000	0.000
9130000.000	0.000
9140000.000	0.000
9150000.000	0.000
9160000.000	0.000
9170000.000	0.000
9000000.000	0.000
9010000.000	0.000
9020000.000	0.000
9030000.000	0.000
9040000.000	0.000
9050000.000	0.000
9060000.000	0.000
9070000.000	0.000
9080000.000	0.000
9090000.000	0.000
9100000.000	0.000
9110000.000	0.000
9120000.000	0.000
9130000.000	0.000
9140000.000	0.000
9150000.000	0.000
9160000.000	0.000
9170000.000	0.000
9000000.000	0.000
9010000.000	0.000
9020000.000	0.000
9030000.000	0.000
9040000.000	0.000
9050000.000	0.000
9060000.000	0.000
9070000.000	0.000
9080000.000	0.000
9090000.000	0.000
9100000.000	0.000
9110000.000	0.000
9120000.000	0.000
9130000.000	0.000
9140000.000	0.000
9150000.000	0.000
9160000.000	0.000
9170000.000	0.000
9000000.000	0.000
9010000.000	0.000
9020000.000	0.000
9030000.000	0.000
9040000.000	0.000
9050000.000	0.500
9060000.000	0.000
9070000.000	0.000
9080000.000	0.000
9090000.000	0.000
9100000.000	0.000
9110000.000	0.000
9120000.000	0.000
9130000.000	0.000
9140000.000	0.000
9150000.000	0.000
9160000.000	0.000
9170000.000	0.000
9180000.000	0.000
9190000.000	0.000
9200000.000	0.000
9210000.000	0.000
9220000.000	0.000
9230000.000	0.000
9240000.000	0.000
9250000.000	0.000
9260000.000	0.000
9270000.000	0.000
9280000.000	0.000
9290000.000	0.000
9300000.000	0.000
9310000.000	0.000
9320000.000	0.000
9330000.000	0.000
9340000.000	0.000
9350000.000	0.000
9360000.000	0.000
9370000.000	0.000
9380000.000	0.000
9390000.000	0.000
9400000.000	0.000
9410000.000	0.000
9420000.000	0.000
9430000.000	0.000
9440000.000	0.000
9450000.000	0.000
9460000.000	0.000
9470000.000	0.000
9480000.000	0.000
9490000.000	0.000
9500000.000	0.000
9510000.000	0.000
9520000.000	0.000
9530000.000	0.000
9540000.000	0.000
9550000.000	0.000
9560000.000	0.000
9570000.000	0.000
9580000.000	0.000
